is_ood,true_label,true_class_name,view1_pred,view1_confidence,view1_action,view1_correct,fused_pred,fused_confidence,fused_action,fused_correct
False,4,bookshelf,8,0.3011595904827118,Ask for help,False,16,0.43701162934303284,Ask for help,False
False,21,plant,28,0.7106278538703918,Ask for help,False,21,0.8342229723930359,Re-scan,True
False,16,mantel,15,0.5026663541793823,Ask for help,False,16,0.9790470600128174,Grasp,True
False,6,chair,28,0.45183029770851135,Ask for help,False,6,0.9450585842132568,Grasp,True
False,19,person,15,0.42448335886001587,Ask for help,False,19,0.5011993646621704,Ask for help,True
False,6,chair,19,0.635405957698822,Ask for help,False,6,0.7807285189628601,Re-scan,True
False,2,bed,19,0.7788535952568054,Re-scan,False,19,0.7672089338302612,Ask for help,False
False,17,monitor,19,0.8807265758514404,Grasp,False,17,0.31747865676879883,Ask for help,True
False,31,tv_stand,21,0.29412466287612915,Ask for help,False,8,0.5515620112419128,Ask for help,False
True,18,keyboard,8,0.339295893907547,Ask for help,,8,0.41739320755004883,Ask for help,
False,0,airplane,8,0.4693131148815155,Ask for help,False,0,0.9981812834739685,Grasp,True
False,0,airplane,8,0.8095719218254089,Re-scan,False,0,0.9930697083473206,Grasp,True
False,30,toilet,8,0.7255716323852539,Ask for help,False,6,0.44904059171676636,Ask for help,False
False,2,bed,28,0.48192769289016724,Ask for help,False,2,0.7370151281356812,Ask for help,True
False,30,toilet,28,0.8396444320678711,Re-scan,False,30,0.9963500499725342,Grasp,True
False,17,monitor,28,0.5895689129829407,Ask for help,False,26,0.33891981840133667,Ask for help,False
False,9,desk,2,0.36037254333496094,Ask for help,False,2,0.2928161025047302,Ask for help,False
False,20,piano,28,0.6296766400337219,Ask for help,False,6,0.4458628296852112,Ask for help,False
False,16,mantel,28,0.9602756500244141,Grasp,False,28,0.46152016520500183,Ask for help,False
False,9,desk,19,0.47702556848526,Ask for help,False,25,0.5501394867897034,Ask for help,False
False,25,sofa,8,0.3690465986728668,Ask for help,False,3,0.7652600407600403,Ask for help,False
False,18,night_stand,22,0.48855045437812805,Ask for help,False,6,0.2456744760274887,Ask for help,False
False,32,vase,21,0.31030750274658203,Ask for help,False,32,0.9334181547164917,Grasp,True
False,18,night_stand,26,0.26747244596481323,Ask for help,False,9,0.5127047896385193,Ask for help,False
False,14,guitar,8,0.660079300403595,Ask for help,False,8,0.6769593358039856,Ask for help,False
False,32,vase,8,0.5716180205345154,Ask for help,False,32,0.6167579889297485,Ask for help,True
False,25,sofa,8,0.5855246186256409,Ask for help,False,25,0.9327045679092407,Grasp,True
False,5,car,29,0.6262362003326416,Ask for help,False,29,0.6489228010177612,Ask for help,False
False,25,sofa,2,0.2941705584526062,Ask for help,False,30,0.4245278239250183,Ask for help,False
False,11,dresser,22,0.23525197803974152,Ask for help,False,11,0.5540019869804382,Ask for help,True
False,23,range_hood,19,0.4677732288837433,Ask for help,False,27,0.5839443206787109,Ask for help,False
False,28,table,19,0.5518136620521545,Ask for help,False,29,0.29589614272117615,Ask for help,False
False,12,flower_pot,15,0.24861674010753632,Ask for help,False,21,0.47000616788864136,Ask for help,False
False,30,toilet,30,0.33939364552497864,Ask for help,True,30,0.8648136258125305,Re-scan,True
False,15,lamp,15,0.4029463529586792,Ask for help,True,21,0.35191184282302856,Ask for help,False
False,34,xbox,8,0.3099575936794281,Ask for help,False,24,0.7890121340751648,Re-scan,False
False,5,car,28,0.8634284734725952,Re-scan,False,5,0.7600443363189697,Ask for help,True
False,23,range_hood,19,0.31048232316970825,Ask for help,False,23,0.7540761232376099,Ask for help,True
False,12,flower_pot,29,0.4389656186103821,Ask for help,False,23,0.46683260798454285,Ask for help,False
False,16,mantel,15,0.42149049043655396,Ask for help,False,21,0.34907856583595276,Ask for help,False
False,4,bookshelf,28,0.4979688823223114,Ask for help,False,4,0.9904181361198425,Grasp,True
False,32,vase,15,0.8024612665176392,Re-scan,False,32,0.9234077334403992,Grasp,True
False,9,desk,19,0.4448651671409607,Ask for help,False,19,0.534796953201294,Ask for help,False
False,12,flower_pot,22,0.35977116227149963,Ask for help,False,7,0.8290884494781494,Re-scan,False
False,32,vase,28,0.7774730920791626,Re-scan,False,28,0.6916378140449524,Ask for help,False
False,30,toilet,19,0.34793439507484436,Ask for help,False,26,0.5562402009963989,Ask for help,False
False,28,table,8,0.5085977911949158,Ask for help,False,8,0.5044738054275513,Ask for help,False
False,25,sofa,19,0.3690680265426636,Ask for help,False,29,0.24177826941013336,Ask for help,False
True,6,bowl,8,0.6928468346595764,Ask for help,,29,0.6541302800178528,Ask for help,
False,32,vase,29,0.6490212082862854,Ask for help,False,32,0.8870102167129517,Grasp,True
False,21,plant,21,0.578656017780304,Ask for help,True,21,0.8122618794441223,Re-scan,True
False,31,tv_stand,6,0.6183093786239624,Ask for help,False,31,0.9056950807571411,Grasp,True
False,16,mantel,10,0.6510670781135559,Ask for help,False,16,0.9394972324371338,Grasp,True
False,32,vase,29,0.6479502320289612,Ask for help,False,27,0.32279935479164124,Ask for help,False
False,23,range_hood,32,0.2121008336544037,Ask for help,False,23,0.8735076785087585,Re-scan,True
False,13,glass_box,10,0.47474581003189087,Ask for help,False,24,0.3043269217014313,Ask for help,False
False,5,car,21,0.6263073086738586,Ask for help,False,2,0.6611071228981018,Ask for help,False
False,16,mantel,28,0.7016197443008423,Ask for help,False,28,0.4398537278175354,Ask for help,False
True,6,bowl,28,0.8901427984237671,Grasp,,19,0.2694653868675232,Ask for help,
False,29,tent,29,0.30327948927879333,Ask for help,True,29,0.8466625213623047,Re-scan,True
False,2,bed,6,0.3365304172039032,Ask for help,False,2,0.9952515959739685,Grasp,True
True,5,bottle,29,0.6537925601005554,Ask for help,,32,0.8830417394638062,Grasp,
True,5,bottle,19,0.8090137243270874,Re-scan,,15,0.79392409324646,Re-scan,
False,14,guitar,8,0.43919774889945984,Ask for help,False,14,0.4009326994419098,Ask for help,True
False,27,stool,28,0.8684374690055847,Re-scan,False,28,0.8965698480606079,Grasp,False
False,2,bed,30,0.6162378191947937,Ask for help,False,2,0.8407329320907593,Re-scan,True
False,32,vase,15,0.5918575525283813,Ask for help,False,15,0.46672356128692627,Ask for help,False
False,34,xbox,29,0.6234655976295471,Ask for help,False,22,0.42542073130607605,Ask for help,False
False,28,table,15,0.6561957001686096,Ask for help,False,29,0.3958596885204315,Ask for help,False
True,6,bowl,10,0.8320361971855164,Re-scan,,15,0.6288719773292542,Ask for help,
False,31,tv_stand,10,0.46386146545410156,Ask for help,False,4,0.5254399180412292,Ask for help,False
False,28,table,29,0.4870191514492035,Ask for help,False,29,0.2899368107318878,Ask for help,False
False,21,plant,29,0.49406135082244873,Ask for help,False,21,0.6836724877357483,Ask for help,True
False,4,bookshelf,28,0.40742096304893494,Ask for help,False,19,0.25039544701576233,Ask for help,False
False,4,bookshelf,21,0.383966326713562,Ask for help,False,31,0.8916653990745544,Grasp,False
False,23,range_hood,28,0.8806607723236084,Grasp,False,17,0.3254290223121643,Ask for help,False
False,8,curtain,19,0.5600630640983582,Ask for help,False,8,0.787554919719696,Re-scan,True
False,28,table,29,0.5538281202316284,Ask for help,False,29,0.3904816210269928,Ask for help,False
False,6,chair,8,0.49621570110321045,Ask for help,False,6,0.8887438178062439,Grasp,True
False,16,mantel,21,0.24634310603141785,Ask for help,False,16,0.5603526830673218,Ask for help,True
False,6,chair,28,0.6874042749404907,Ask for help,False,6,0.998077929019928,Grasp,True
False,21,plant,8,0.41429832577705383,Ask for help,False,21,0.7225286960601807,Ask for help,True
True,5,bottle,21,0.7040966153144836,Ask for help,,21,0.34195849299430847,Ask for help,
False,28,table,22,0.3855770528316498,Ask for help,False,28,0.9347898960113525,Grasp,True
False,17,monitor,34,0.25014135241508484,Ask for help,False,19,0.7632239460945129,Ask for help,False
False,20,piano,21,0.45729249715805054,Ask for help,False,21,0.37210506200790405,Ask for help,False
False,6,chair,6,0.6103366613388062,Ask for help,True,6,0.9906235933303833,Grasp,True
False,11,dresser,21,0.4229195713996887,Ask for help,False,2,0.33374273777008057,Ask for help,False
False,31,tv_stand,28,0.6015694737434387,Ask for help,False,3,0.6640603542327881,Ask for help,False
False,11,dresser,28,0.5156744122505188,Ask for help,False,24,0.596647322177887,Ask for help,False
False,28,table,8,0.43281739950180054,Ask for help,False,28,0.6222102046012878,Ask for help,True
False,0,airplane,19,0.671771764755249,Ask for help,False,0,0.9993851780891418,Grasp,True
False,11,dresser,15,0.5036043524742126,Ask for help,False,29,0.6215207576751709,Ask for help,False
False,11,dresser,28,0.5582914352416992,Ask for help,False,24,0.45460954308509827,Ask for help,False
