is_ood,true_label,true_class_name,k1_pred,k1_confidence,k1_action,k1_correct,scan2_pred,scan2_confidence,scan2_correct,scan2_high_conf_correct,scan3_pred,scan3_confidence,scan3_correct,scan3_high_conf_correct,agreement_pred,agreement_confidence,agreement_action,agreement_correct,scans_agreed
False,30,toilet,21,0.38270244002342224,Ask for help,False,0,0.37852951884269714,False,False,8,0.3088397979736328,False,False,,0.0,Ask for help,False,False
False,15,lamp,21,0.27821585536003113,Ask for help,False,8,0.44791287183761597,False,False,21,0.4233940541744232,False,False,21.0,0.3508049547672272,Ask for help,False,True
False,20,piano,19,0.7968870401382446,Re-scan,False,6,0.22854208946228027,False,False,19,0.37936511635780334,False,False,19.0,0.588126078248024,Ask for help,False,True
False,9,desk,0,0.277852863073349,Ask for help,False,9,0.34307217597961426,True,False,29,0.3432531952857971,False,False,,0.0,Ask for help,False,False
False,4,bookshelf,27,0.22371256351470947,Ask for help,False,34,0.1997671127319336,False,False,21,0.2059200257062912,False,False,,0.0,Ask for help,False,False
False,30,toilet,28,0.7693268060684204,Ask for help,False,28,0.5168617367744446,False,False,15,0.6565580368041992,False,False,28.0,0.6430942714214325,Ask for help,False,True
False,25,sofa,2,0.5165507793426514,Ask for help,False,29,0.5808865427970886,False,False,0,0.3238179087638855,False,False,,0.0,Ask for help,False,False
False,4,bookshelf,8,0.38142845034599304,Ask for help,False,21,0.2567911744117737,False,False,21,0.32498472929000854,False,False,21.0,0.2908879518508911,Ask for help,False,True
False,7,cone,19,0.547679603099823,Ask for help,False,28,0.6084259748458862,False,False,29,0.22605371475219727,False,False,,0.0,Ask for help,False,False
False,32,vase,21,0.4240901470184326,Ask for help,False,29,0.31432849168777466,False,False,15,0.3391026258468628,False,False,,0.0,Ask for help,False,False
False,14,guitar,8,0.5583650469779968,Ask for help,False,8,0.40882807970046997,False,False,14,0.8591216206550598,True,False,8.0,0.4835965633392334,Ask for help,False,True
False,16,mantel,16,0.4975740909576416,Ask for help,True,28,0.48054933547973633,False,False,10,0.2824518084526062,False,False,,0.0,Ask for help,False,False
False,1,bathtub,30,0.5135602951049805,Ask for help,False,8,0.2621159553527832,False,False,29,0.5962785482406616,False,False,,0.0,Ask for help,False,False
False,26,stairs,21,0.7417539954185486,Ask for help,False,21,0.5675929188728333,False,False,29,0.5114328861236572,False,False,21.0,0.6546734571456909,Ask for help,False,True
False,13,glass_box,28,0.9784687757492065,Grasp,False,28,0.7859584093093872,False,False,6,0.7963483333587646,False,False,28.0,0.8822135925292969,Grasp,False,True
False,25,sofa,28,0.9949949979782104,Grasp,False,19,0.678656280040741,False,False,28,0.9287075996398926,False,False,28.0,0.9618512988090515,Grasp,False,True
False,0,airplane,2,0.29315242171287537,Ask for help,False,8,0.7957493662834167,False,False,15,0.4119803309440613,False,False,,0.0,Ask for help,False,False
False,30,toilet,30,0.6893705129623413,Ask for help,True,26,0.4240519404411316,False,False,19,0.45987996459007263,False,False,,0.0,Ask for help,False,False
False,25,sofa,2,0.3761869966983795,Ask for help,False,19,0.626348614692688,False,False,19,0.5402283668518066,False,False,19.0,0.5832884907722473,Ask for help,False,True
False,6,chair,21,0.4732101857662201,Ask for help,False,6,0.8602222204208374,True,False,6,0.33803898096084595,True,False,6.0,0.5991306006908417,Ask for help,True,True
False,21,plant,21,0.6694526672363281,Ask for help,True,34,0.25688791275024414,False,False,21,0.4189482629299164,True,False,21.0,0.5442004650831223,Ask for help,True,True
False,11,dresser,22,0.2969273328781128,Ask for help,False,8,0.20781615376472473,False,False,21,0.23733088374137878,False,False,,0.0,Ask for help,False,False
False,18,night_stand,6,0.7164575457572937,Ask for help,False,28,0.666088342666626,False,False,28,0.3566918969154358,False,False,28.0,0.5113901197910309,Ask for help,False,True
False,22,radio,15,0.3844839036464691,Ask for help,False,8,0.3718845248222351,False,False,28,0.2992880344390869,False,False,,0.0,Ask for help,False,False
False,23,range_hood,6,0.30899953842163086,Ask for help,False,15,0.20589235424995422,False,False,15,0.4982110559940338,False,False,15.0,0.352051705121994,Ask for help,False,True
False,28,table,28,0.8491466641426086,Re-scan,True,8,0.690532922744751,False,False,8,0.708433985710144,False,False,8.0,0.6994834542274475,Ask for help,False,True
False,34,xbox,22,0.3125842213630676,Ask for help,False,29,0.7757800221443176,False,False,29,0.8467476963996887,False,False,29.0,0.8112638592720032,Re-scan,False,True
False,31,tv_stand,0,0.5494581460952759,Ask for help,False,29,0.5231252908706665,False,False,26,0.7748627662658691,False,False,,0.0,Ask for help,False,False
False,2,bed,28,0.6288492679595947,Ask for help,False,28,0.47179803252220154,False,False,8,0.5598057508468628,False,False,28.0,0.5503236502408981,Ask for help,False,True
False,11,dresser,29,0.47059550881385803,Ask for help,False,29,0.45064982771873474,False,False,29,0.7292642593383789,False,False,29.0,0.5501698652903239,Ask for help,False,True
False,2,bed,28,0.6410192251205444,Ask for help,False,28,0.8198204040527344,False,False,26,0.42112311720848083,False,False,28.0,0.7304198145866394,Ask for help,False,True
False,28,table,28,0.5250961184501648,Ask for help,True,28,0.9302381277084351,True,True,8,0.30943799018859863,False,False,28.0,0.7276671230792999,Ask for help,True,True
False,13,glass_box,28,0.9216811060905457,Grasp,False,26,0.28562742471694946,False,False,28,0.7154438495635986,False,False,28.0,0.8185624778270721,Re-scan,False,True
False,25,sofa,2,0.4034143090248108,Ask for help,False,9,0.34084421396255493,False,False,9,0.38234999775886536,False,False,9.0,0.36159710586071014,Ask for help,False,True
False,31,tv_stand,22,0.31753331422805786,Ask for help,False,27,0.25598543882369995,False,False,22,0.37142235040664673,False,False,22.0,0.3444778323173523,Ask for help,False,True
False,21,plant,21,0.4449639320373535,Ask for help,True,26,0.39392125606536865,False,False,28,0.36849445104599,False,False,,0.0,Ask for help,False,False
False,23,range_hood,8,0.4484078884124756,Ask for help,False,28,0.5973891019821167,False,False,16,0.341041624546051,False,False,,0.0,Ask for help,False,False
False,31,tv_stand,15,0.2917761206626892,Ask for help,False,26,0.37998974323272705,False,False,28,0.47535985708236694,False,False,,0.0,Ask for help,False,False
False,16,mantel,15,0.7300469279289246,Ask for help,False,16,0.4195763170719147,True,False,15,0.6096528768539429,False,False,15.0,0.6698499023914337,Ask for help,False,True
False,17,monitor,0,0.515937328338623,Ask for help,False,0,0.4646190106868744,False,False,0,0.7066627740859985,False,False,0.0,0.5624063710371653,Ask for help,False,True
False,31,tv_stand,21,0.5182335376739502,Ask for help,False,28,0.270402729511261,False,False,27,0.5017310976982117,False,False,,0.0,Ask for help,False,False
False,16,mantel,8,0.563162088394165,Ask for help,False,28,0.3558005690574646,False,False,34,0.2839713990688324,False,False,,0.0,Ask for help,False,False
False,17,monitor,34,0.22236724197864532,Ask for help,False,15,0.6229223012924194,False,False,28,0.6323083639144897,False,False,,0.0,Ask for help,False,False
False,32,vase,21,0.43265199661254883,Ask for help,False,8,0.35351306200027466,False,False,8,0.4516063630580902,False,False,8.0,0.40255971252918243,Ask for help,False,True
False,20,piano,28,0.9953058362007141,Grasp,False,28,0.2902587056159973,False,False,28,0.30989959836006165,False,False,28.0,0.5318213800589243,Ask for help,False,True
False,8,curtain,8,0.6468160152435303,Ask for help,True,21,0.5349120497703552,False,False,21,0.6557367444038391,False,False,21.0,0.5953243970870972,Ask for help,False,True
False,5,car,28,0.5584684610366821,Ask for help,False,28,0.5004826784133911,False,False,30,0.40554124116897583,False,False,28.0,0.5294755697250366,Ask for help,False,True
False,25,sofa,30,0.4760475158691406,Ask for help,False,28,0.825799286365509,False,False,28,0.9686509966850281,False,False,28.0,0.8972251415252686,Grasp,False,True
False,20,piano,29,0.35249224305152893,Ask for help,False,8,0.3169475197792053,False,False,28,0.7368422746658325,False,False,,0.0,Ask for help,False,False
False,20,piano,29,0.3847467005252838,Ask for help,False,21,0.39102739095687866,False,False,22,0.5218853950500488,False,False,,0.0,Ask for help,False,False
False,19,person,21,0.4068312644958496,Ask for help,False,7,0.6271535754203796,False,False,8,0.36542725563049316,False,False,,0.0,Ask for help,False,False
False,1,bathtub,28,0.5559998750686646,Ask for help,False,28,0.8415605425834656,False,False,19,0.5870757699012756,False,False,28.0,0.6987802088260651,Ask for help,False,True
False,19,person,21,0.762048602104187,Ask for help,False,29,0.4975087642669678,False,False,21,0.9479902982711792,False,False,21.0,0.8550194501876831,Re-scan,False,True
False,24,sink,28,0.25866276025772095,Ask for help,False,15,0.44513121247291565,False,False,15,0.3469703793525696,False,False,15.0,0.3960507959127426,Ask for help,False,True
False,32,vase,15,0.6619543433189392,Ask for help,False,28,0.3496890664100647,False,False,21,0.4089675843715668,False,False,,0.0,Ask for help,False,False
False,7,cone,21,0.7428733110427856,Ask for help,False,28,0.4056987166404724,False,False,28,0.9264480471611023,False,False,28.0,0.6660733819007874,Ask for help,False,True
False,29,tent,29,0.3053305149078369,Ask for help,True,29,0.5454733967781067,True,False,29,0.7867861986160278,True,False,29.0,0.5458633701006571,Ask for help,True,True
False,32,vase,27,0.41371288895606995,Ask for help,False,15,0.35152411460876465,False,False,29,0.4153035581111908,False,False,,0.0,Ask for help,False,False
False,9,desk,8,0.41359907388687134,Ask for help,False,29,0.6749064326286316,False,False,26,0.3668855130672455,False,False,,0.0,Ask for help,False,False
False,10,door,21,0.5034347772598267,Ask for help,False,8,0.4295017719268799,False,False,8,0.5379000306129456,False,False,8.0,0.4837009012699127,Ask for help,False,True
False,2,bed,8,0.6345836520195007,Ask for help,False,8,0.6410840749740601,False,False,8,0.4263024926185608,False,False,8.0,0.5673234065373739,Ask for help,False,True
False,25,sofa,30,0.6221877336502075,Ask for help,False,28,0.8053513765335083,False,False,2,0.468104749917984,False,False,,0.0,Ask for help,False,False
False,25,sofa,19,0.272411048412323,Ask for help,False,19,0.7806810140609741,False,False,19,0.7876957058906555,False,False,19.0,0.6135959227879842,Ask for help,False,True
False,18,night_stand,15,0.5809262990951538,Ask for help,False,8,0.4572715163230896,False,False,8,0.32069674134254456,False,False,8.0,0.3889841288328171,Ask for help,False,True
False,17,monitor,29,0.3680441677570343,Ask for help,False,28,0.49636584520339966,False,False,0,0.5623989701271057,False,False,,0.0,Ask for help,False,False
False,20,piano,28,0.3592960834503174,Ask for help,False,22,0.18521402776241302,False,False,19,0.7146003246307373,False,False,,0.0,Ask for help,False,False
False,14,guitar,8,0.6221998929977417,Ask for help,False,8,0.8983280062675476,False,False,8,0.37835898995399475,False,False,8.0,0.632962296406428,Ask for help,False,True
False,23,range_hood,26,0.24429091811180115,Ask for help,False,28,0.3353500962257385,False,False,28,0.21423396468162537,False,False,28.0,0.27479203045368195,Ask for help,False,True
False,17,monitor,29,0.4530511498451233,Ask for help,False,28,0.9334383010864258,False,False,8,0.3612329065799713,False,False,,0.0,Ask for help,False,False
False,14,guitar,29,0.3226740062236786,Ask for help,False,14,0.40542635321617126,True,False,22,0.28959712386131287,False,False,,0.0,Ask for help,False,False
False,18,night_stand,8,0.31182241439819336,Ask for help,False,6,0.5666552186012268,False,False,15,0.4762280583381653,False,False,,0.0,Ask for help,False,False
False,6,chair,15,0.5173872709274292,Ask for help,False,28,0.9695064425468445,False,False,15,0.5875799655914307,False,False,15.0,0.5524836182594299,Ask for help,False,True
False,33,wardrobe,3,0.8136634826660156,Re-scan,False,27,0.5985533595085144,False,False,3,0.39689552783966064,False,False,3.0,0.6052795052528381,Ask for help,False,True
False,34,xbox,29,0.6696053147315979,Ask for help,False,21,0.3217396140098572,False,False,29,0.3118072748184204,False,False,29.0,0.49070629477500916,Ask for help,False,True
False,4,bookshelf,3,0.3809269964694977,Ask for help,False,16,0.788144588470459,False,False,3,0.6657285690307617,False,False,3.0,0.5233277827501297,Ask for help,False,True
False,28,table,28,0.5241459608078003,Ask for help,True,28,0.34352603554725647,True,False,8,0.6814418435096741,False,False,28.0,0.4338359981775284,Ask for help,True,True
False,5,car,29,0.6544116139411926,Ask for help,False,29,0.7070785164833069,False,False,28,0.5051332116127014,False,False,29.0,0.6807450652122498,Ask for help,False,True
False,14,guitar,8,0.719574511051178,Ask for help,False,8,0.6971099376678467,False,False,8,0.8843063116073608,False,False,8.0,0.7669969201087952,Ask for help,False,True
False,21,plant,21,0.34471529722213745,Ask for help,True,21,0.7878313660621643,True,False,21,0.44270411133766174,True,False,21.0,0.5250835915406545,Ask for help,True,True
False,32,vase,7,0.6062813997268677,Ask for help,False,22,0.3984149098396301,False,False,7,0.3571498394012451,False,False,7.0,0.4817156195640564,Ask for help,False,True
False,23,range_hood,6,0.5103592872619629,Ask for help,False,6,0.6763299703598022,False,False,27,0.3157939612865448,False,False,6.0,0.5933446288108826,Ask for help,False,True
False,23,range_hood,8,0.4979899823665619,Ask for help,False,28,0.7122130393981934,False,False,28,0.25612249970436096,False,False,28.0,0.48416776955127716,Ask for help,False,True
False,16,mantel,28,0.431490957736969,Ask for help,False,27,0.4465494751930237,False,False,10,0.24140186607837677,False,False,,0.0,Ask for help,False,False
False,0,airplane,19,0.8627822995185852,Re-scan,False,8,0.5753501653671265,False,False,15,0.8143165707588196,False,False,,0.0,Ask for help,False,False
False,19,person,21,0.3921092748641968,Ask for help,False,21,0.6200389862060547,False,False,21,0.5312680006027222,False,False,21.0,0.5144720872243246,Ask for help,False,True
False,25,sofa,9,0.4075595438480377,Ask for help,False,28,0.8006588220596313,False,False,8,0.7039800882339478,False,False,,0.0,Ask for help,False,False
False,32,vase,21,0.7095403075218201,Ask for help,False,29,0.4232569634914398,False,False,15,0.22930559515953064,False,False,,0.0,Ask for help,False,False
False,1,bathtub,21,0.2689701318740845,Ask for help,False,28,0.9017120599746704,False,False,19,0.540352463722229,False,False,,0.0,Ask for help,False,False
False,9,desk,8,0.3960830569267273,Ask for help,False,19,0.3395407497882843,False,False,28,0.5974562168121338,False,False,,0.0,Ask for help,False,False
False,21,plant,21,0.7330236434936523,Ask for help,True,28,0.7187293767929077,False,False,10,0.35959675908088684,False,False,,0.0,Ask for help,False,False
False,5,car,19,0.6454063057899475,Ask for help,False,21,0.4176364839076996,False,False,19,0.8920937776565552,False,False,19.0,0.7687500417232513,Ask for help,False,True
False,25,sofa,6,0.5033586621284485,Ask for help,False,28,0.9850420951843262,False,False,28,0.9814733266830444,False,False,28.0,0.9832577109336853,Grasp,False,True
False,5,car,28,0.8988614082336426,Grasp,False,19,0.9640703201293945,False,False,19,0.8747516870498657,False,False,19.0,0.9194110035896301,Grasp,False,True
False,1,bathtub,0,0.5499218702316284,Ask for help,False,0,0.7489486336708069,False,False,28,0.5903723239898682,False,False,0.0,0.6494352519512177,Ask for help,False,True
False,18,night_stand,19,0.7340652942657471,Ask for help,False,28,0.7790801525115967,False,False,6,0.3552272915840149,False,False,,0.0,Ask for help,False,False
False,23,range_hood,15,0.6356267929077148,Ask for help,False,22,0.43919190764427185,False,False,29,0.3775137960910797,False,False,,0.0,Ask for help,False,False
False,27,stool,28,0.5709530115127563,Ask for help,False,28,0.4482569098472595,False,False,28,0.9078050851821899,False,False,28.0,0.6423383355140686,Ask for help,False,True
False,4,bookshelf,21,0.24216201901435852,Ask for help,False,28,0.7604356408119202,False,False,27,0.47743552923202515,False,False,,0.0,Ask for help,False,False
False,26,stairs,8,0.3649590313434601,Ask for help,False,15,0.32881462574005127,False,False,15,0.4273894429206848,False,False,15.0,0.37810203433036804,Ask for help,False,True
False,17,monitor,19,0.8826457262039185,Grasp,False,29,0.406909704208374,False,False,28,0.25333085656166077,False,False,,0.0,Ask for help,False,False
False,0,airplane,8,0.47986239194869995,Ask for help,False,8,0.5923215746879578,False,False,8,0.5252841114997864,False,False,8.0,0.5324893593788147,Ask for help,False,True
False,5,car,28,0.46882057189941406,Ask for help,False,28,0.699241578578949,False,False,28,0.42923253774642944,False,False,28.0,0.5324315627415975,Ask for help,False,True
False,4,bookshelf,27,0.1847430169582367,Ask for help,False,16,0.352790892124176,False,False,21,0.5081462264060974,False,False,,0.0,Ask for help,False,False
False,32,vase,16,0.42260828614234924,Ask for help,False,27,0.32364892959594727,False,False,8,0.23762091994285583,False,False,,0.0,Ask for help,False,False
False,29,tent,28,0.5321358442306519,Ask for help,False,29,0.5456307530403137,True,False,29,0.5006929039955139,True,False,29.0,0.5231618285179138,Ask for help,True,True
False,28,table,8,0.4348105788230896,Ask for help,False,8,0.7405937314033508,False,False,28,0.7251289486885071,True,False,8.0,0.5877021551132202,Ask for help,False,True
False,33,wardrobe,28,0.39917823672294617,Ask for help,False,28,0.4673667848110199,False,False,27,0.5202237963676453,False,False,28.0,0.43327251076698303,Ask for help,False,True
False,32,vase,15,0.5698633790016174,Ask for help,False,22,0.3768343925476074,False,False,6,0.32014700770378113,False,False,,0.0,Ask for help,False,False
False,22,radio,27,0.4782634675502777,Ask for help,False,29,0.43887320160865784,False,False,29,0.47112005949020386,False,False,29.0,0.45499663054943085,Ask for help,False,True
False,34,xbox,30,0.2098757028579712,Ask for help,False,21,0.3246403932571411,False,False,19,0.9458271265029907,False,False,,0.0,Ask for help,False,False
False,18,night_stand,8,0.5419325828552246,Ask for help,False,28,0.6784771680831909,False,False,8,0.6276219487190247,False,False,8.0,0.5847772657871246,Ask for help,False,True
False,21,plant,15,0.44454947113990784,Ask for help,False,27,0.5149022340774536,False,False,26,0.6809850931167603,False,False,,0.0,Ask for help,False,False
False,6,chair,21,0.6490569114685059,Ask for help,False,6,0.8637737035751343,True,False,30,0.5506640672683716,False,False,,0.0,Ask for help,False,False
False,20,piano,8,0.47856029868125916,Ask for help,False,0,0.5187801122665405,False,False,8,0.5737510919570923,False,False,8.0,0.5261556953191757,Ask for help,False,True
False,23,range_hood,28,0.755677342414856,Ask for help,False,28,0.4373752176761627,False,False,29,0.3372379541397095,False,False,28.0,0.5965262800455093,Ask for help,False,True
False,4,bookshelf,8,0.2790110409259796,Ask for help,False,27,0.5136605501174927,False,False,8,0.43587493896484375,False,False,8.0,0.3574429899454117,Ask for help,False,True
False,34,xbox,30,0.6433284878730774,Ask for help,False,29,0.8359097242355347,False,False,29,0.43797746300697327,False,False,29.0,0.636943593621254,Ask for help,False,True
False,1,bathtub,19,0.5424121022224426,Ask for help,False,28,0.960472583770752,False,False,21,0.4994572103023529,False,False,,0.0,Ask for help,False,False
False,1,bathtub,29,0.6683549284934998,Ask for help,False,28,0.21353550255298615,False,False,8,0.4376724362373352,False,False,,0.0,Ask for help,False,False
False,30,toilet,29,0.41633662581443787,Ask for help,False,30,0.5719336271286011,True,False,22,0.41447749733924866,False,False,,0.0,Ask for help,False,False
False,18,night_stand,15,0.4776739478111267,Ask for help,False,28,0.6546979546546936,False,False,29,0.5966492891311646,False,False,,0.0,Ask for help,False,False
False,5,car,9,0.2894240617752075,Ask for help,False,19,0.41445642709732056,False,False,10,0.6476220488548279,False,False,,0.0,Ask for help,False,False
False,25,sofa,19,0.8476726412773132,Re-scan,False,2,0.42489194869995117,False,False,28,0.8448821306228638,False,False,,0.0,Ask for help,False,False
False,4,bookshelf,21,0.31551870703697205,Ask for help,False,16,0.4686371684074402,False,False,27,0.5042627453804016,False,False,,0.0,Ask for help,False,False
False,17,monitor,19,0.6883841156959534,Ask for help,False,29,0.6654497385025024,False,False,29,0.8039547801017761,False,False,29.0,0.7347022593021393,Ask for help,False,True
False,25,sofa,28,0.8868557810783386,Grasp,False,29,0.5142120122909546,False,False,19,0.8835431933403015,False,False,,0.0,Ask for help,False,False
False,2,bed,2,0.5522676706314087,Ask for help,True,28,0.9063423275947571,False,False,28,0.9312114715576172,False,False,28.0,0.9187768995761871,Grasp,False,True
False,30,toilet,8,0.3206964135169983,Ask for help,False,0,0.4736897349357605,False,False,8,0.6196108460426331,False,False,8.0,0.4701536297798157,Ask for help,False,True
False,14,guitar,8,0.416370153427124,Ask for help,False,8,0.5320807695388794,False,False,14,0.2621137797832489,True,False,8.0,0.4742254614830017,Ask for help,False,True
False,1,bathtub,29,0.7737926244735718,Ask for help,False,29,0.8388239741325378,False,False,2,0.34483376145362854,False,False,29.0,0.8063082993030548,Re-scan,False,True
False,13,glass_box,28,0.41023510694503784,Ask for help,False,27,0.49203628301620483,False,False,27,0.5996415615081787,False,False,27.0,0.5458389222621918,Ask for help,False,True
False,5,car,28,0.4851442277431488,Ask for help,False,2,0.3420577943325043,False,False,19,0.7146271467208862,False,False,,0.0,Ask for help,False,False
False,33,wardrobe,3,0.3131905496120453,Ask for help,False,8,0.3508618474006653,False,False,28,0.6171895861625671,False,False,,0.0,Ask for help,False,False
False,24,sink,15,0.4070160984992981,Ask for help,False,28,0.39462774991989136,False,False,29,0.4270947575569153,False,False,,0.0,Ask for help,False,False
False,13,glass_box,30,0.41910094022750854,Ask for help,False,6,0.5515338182449341,False,False,28,0.8030253648757935,False,False,,0.0,Ask for help,False,False
False,10,door,8,0.3991761803627014,Ask for help,False,28,0.4429638385772705,False,False,10,0.21647047996520996,True,False,,0.0,Ask for help,False,False
False,11,dresser,21,0.19099125266075134,Ask for help,False,29,0.5756585001945496,False,False,2,0.4449521601200104,False,False,,0.0,Ask for help,False,False
False,31,tv_stand,21,0.3718060851097107,Ask for help,False,28,0.5884032249450684,False,False,19,0.24553358554840088,False,False,,0.0,Ask for help,False,False
False,6,chair,6,0.9155400991439819,Grasp,True,6,0.7324179410934448,True,False,6,0.9294232130050659,True,True,6.0,0.8591270844141642,Re-scan,True,True
False,5,car,30,0.24402227997779846,Ask for help,False,22,0.2969692349433899,False,False,29,0.7192875146865845,False,False,,0.0,Ask for help,False,False
False,21,plant,21,0.7546910047531128,Ask for help,True,28,0.7584100961685181,False,False,28,0.8975828289985657,False,False,28.0,0.8279964625835419,Re-scan,False,True
False,21,plant,30,0.2980113625526428,Ask for help,False,21,0.4178164005279541,True,False,26,0.3832096755504608,False,False,,0.0,Ask for help,False,False
False,13,glass_box,28,0.9559901356697083,Grasp,False,28,0.8037642240524292,False,False,28,0.8318468332290649,False,False,28.0,0.8638670643170675,Re-scan,False,True
False,11,dresser,28,0.8819414973258972,Grasp,False,6,0.9455171823501587,False,False,26,0.40598368644714355,False,False,,0.0,Ask for help,False,False
False,15,lamp,15,0.6657668948173523,Ask for help,True,15,0.42956939339637756,True,False,15,0.2763477563858032,True,False,15.0,0.45722801486651105,Ask for help,True,True
False,28,table,19,0.5171379446983337,Ask for help,False,8,0.6207793951034546,False,False,28,0.6298167109489441,True,False,,0.0,Ask for help,False,False
False,30,toilet,29,0.33532923460006714,Ask for help,False,28,0.4106499254703522,False,False,29,0.3932473361492157,False,False,29.0,0.3642882853746414,Ask for help,False,True
False,21,plant,30,0.49386295676231384,Ask for help,False,19,0.7505624890327454,False,False,21,0.511064887046814,True,False,,0.0,Ask for help,False,False
False,21,plant,20,0.37777596712112427,Ask for help,False,21,0.735496461391449,True,False,21,0.5495253801345825,True,False,21.0,0.6425109207630157,Ask for help,True,True
False,16,mantel,28,0.45893001556396484,Ask for help,False,22,0.33298298716545105,False,False,28,0.5184352993965149,False,False,28.0,0.48868265748023987,Ask for help,False,True
False,0,airplane,8,0.4053810238838196,Ask for help,False,19,0.3666309714317322,False,False,0,0.9044413566589355,True,True,,0.0,Ask for help,False,False
False,23,range_hood,27,0.2527320683002472,Ask for help,False,6,0.21539998054504395,False,False,28,0.797454297542572,False,False,,0.0,Ask for help,False,False
False,2,bed,30,0.2754286229610443,Ask for help,False,8,0.5080718994140625,False,False,28,0.8923627734184265,False,False,,0.0,Ask for help,False,False
False,17,monitor,8,0.4660586714744568,Ask for help,False,28,0.9712336659431458,False,False,0,0.49078884720802307,False,False,,0.0,Ask for help,False,False
False,14,guitar,14,0.7768041491508484,Ask for help,True,22,0.5366610288619995,False,False,14,0.7367554306983948,True,False,14.0,0.7567797899246216,Ask for help,True,True
False,2,bed,19,0.7272812724113464,Ask for help,False,28,0.46753567457199097,False,False,26,0.5569783449172974,False,False,,0.0,Ask for help,False,False
False,28,table,8,0.3961755335330963,Ask for help,False,34,0.3273758888244629,False,False,8,0.4862583577632904,False,False,8.0,0.44121694564819336,Ask for help,False,True
False,11,dresser,21,0.36905670166015625,Ask for help,False,28,0.7460304498672485,False,False,28,0.9222429990768433,False,False,28.0,0.8341367244720459,Re-scan,False,True
False,21,plant,16,0.3310987055301666,Ask for help,False,28,0.7564898729324341,False,False,28,0.9788693189620972,False,False,28.0,0.8676795959472656,Re-scan,False,True
False,14,guitar,8,0.6691745519638062,Ask for help,False,15,0.36344343423843384,False,False,8,0.6123892664909363,False,False,8.0,0.6407819092273712,Ask for help,False,True
False,13,glass_box,6,0.33807554841041565,Ask for help,False,29,0.8115865588188171,False,False,22,0.33920982480049133,False,False,,0.0,Ask for help,False,False
False,13,glass_box,28,0.43589943647384644,Ask for help,False,28,0.9895296096801758,False,False,30,0.25807279348373413,False,False,28.0,0.7127145230770111,Ask for help,False,True
False,11,dresser,34,0.35134434700012207,Ask for help,False,21,0.3008642792701721,False,False,6,0.5341798663139343,False,False,,0.0,Ask for help,False,False
False,31,tv_stand,19,0.4083816111087799,Ask for help,False,19,0.4077211022377014,False,False,21,0.32690998911857605,False,False,19.0,0.40805135667324066,Ask for help,False,True
False,28,table,28,0.9201265573501587,Grasp,True,21,0.27160996198654175,False,False,28,0.4453754425048828,True,False,28.0,0.6827509999275208,Ask for help,True,True
False,15,lamp,29,0.5471121072769165,Ask for help,False,8,0.3294842839241028,False,False,19,0.5246639251708984,False,False,,0.0,Ask for help,False,False
False,32,vase,7,0.39023709297180176,Ask for help,False,22,0.4520048499107361,False,False,7,0.8915966153144836,False,False,7.0,0.6409168541431427,Ask for help,False,True
False,6,chair,6,0.38300126791000366,Ask for help,True,10,0.44095104932785034,False,False,19,0.9178072810173035,False,False,,0.0,Ask for help,False,False
False,23,range_hood,6,0.6926891207695007,Ask for help,False,19,0.6277056932449341,False,False,21,0.24317269027233124,False,False,,0.0,Ask for help,False,False
False,0,airplane,8,0.556635856628418,Ask for help,False,15,0.3023231625556946,False,False,34,0.4973584711551666,False,False,,0.0,Ask for help,False,False
False,25,sofa,26,0.20477080345153809,Ask for help,False,28,0.5908597111701965,False,False,9,0.30347612500190735,False,False,,0.0,Ask for help,False,False
False,18,night_stand,28,0.9927342534065247,Grasp,False,8,0.27989909052848816,False,False,29,0.32521113753318787,False,False,,0.0,Ask for help,False,False
False,13,glass_box,28,0.3229864239692688,Ask for help,False,28,0.8478132486343384,False,False,2,0.4560195803642273,False,False,28.0,0.5853998363018036,Ask for help,False,True
False,4,bookshelf,15,0.23193617165088654,Ask for help,False,21,0.4751442074775696,False,False,21,0.22197139263153076,False,False,21.0,0.34855780005455017,Ask for help,False,True
False,17,monitor,29,0.253047913312912,Ask for help,False,28,0.2640173137187958,False,False,9,0.2703259289264679,False,False,,0.0,Ask for help,False,False
False,21,plant,21,0.3513637185096741,Ask for help,True,21,0.4226261079311371,True,False,21,0.8322457075119019,True,False,21.0,0.5354118446509043,Ask for help,True,True
False,20,piano,21,0.4453337788581848,Ask for help,False,6,0.46260350942611694,False,False,2,0.23182401061058044,False,False,,0.0,Ask for help,False,False
False,16,mantel,15,0.490531861782074,Ask for help,False,15,0.6968324184417725,False,False,3,0.456270307302475,False,False,15.0,0.5936821401119232,Ask for help,False,True
False,14,guitar,14,0.7209612727165222,Ask for help,True,8,0.7841952443122864,False,False,8,0.7504965662956238,False,False,8.0,0.7673459053039551,Ask for help,False,True
False,13,glass_box,10,0.4771977365016937,Ask for help,False,22,0.3248956799507141,False,False,7,0.30628809332847595,False,False,,0.0,Ask for help,False,False
False,23,range_hood,22,0.3397652804851532,Ask for help,False,15,0.30913177132606506,False,False,22,0.2782056927680969,False,False,22.0,0.30898548662662506,Ask for help,False,True
False,23,range_hood,29,0.36759260296821594,Ask for help,False,28,0.3920849561691284,False,False,28,0.5891549587249756,False,False,28.0,0.490619957447052,Ask for help,False,True
